starting_condition, probability, yellow_lifeforce, blue_lifeforce, purple_lifeforce
YYYYPPPP, 0.00028557386, 8406.48, 0.00, 147.85
YYYYPPYB, 0.0013499854, 6820.52, 697.79, 73.92
YYYYPPYP, 0.0011422954, 6820.52, 0.00, 120.13
YYYYPPBP, 0.0013499854, 8406.48, 1076.92, 120.13
YYYYYBYB, 0.0015954373, 4567.76, 92.41, 0.00
YYYYYBYP, 0.0026999707, 4567.76, 187.29, 46.20
YYYYYBBP, 0.0031908746, 6820.52, 92.41, 622.88
YYYYYPYP, 0.0011422954, 4567.76, 0.00, 92.41
YYYYYPBP, 0.0026999707, 6820.52, 622.88, 92.41
YYYYBPBP, 0.0015954373, 8406.48, 1245.75, 92.41
YYBBBBBB, 0.0005187176, 8019.83, 221.77, 0.00
YYBBBBPP, 0.0011141688, 8019.83, 147.85, 4203.24
YYBBBBYB, 0.0026334897, 9002.76, 194.05, 0.00
YYBBBBYP, 0.0022283376, 9002.76, 147.85, 2627.02
YYBBBBBP, 0.0026334897, 8019.83, 249.64, 2681.66
YYBBPPPP, 0.00079771865, 8019.83, 4203.24, 147.85
YYBBPPYB, 0.003771033, 9002.76, 120.13, 2871.80
YYBBPPYP, 0.0031908741, 9002.76, 2871.80, 120.13
YYBBPPBP, 0.003771033, 8019.83, 3948.72, 120.13
YYBBYBYB, 0.0044566756, 8909.02, 166.33, 0.00
YYBBYBYP, 0.0075420663, 8909.02, 120.13, 1794.87
YYBBYBBP, 0.008913351, 9002.76, 206.03, 1931.47
YYBBYPYP, 0.0031908746, 8909.02, 1661.00, 92.41
YYBBYPBP, 0.007542066, 9002.76, 120.13, 2871.80
YYBBBPBP, 0.0044566756, 8019.83, 182.21, 3827.11
YYPPPPPP, 0.00019038258, 8019.83, 0.00, 221.77
YYPPPPYB, 0.0013499854, 9002.76, 2627.02, 147.85
YYPPPPYP, 0.0011422954, 9002.76, 0.00, 194.05
YYPPPPBP, 0.0013499854, 8019.83, 2681.66, 249.64
YYPPYBYB, 0.0031908746, 8909.02, 92.41, 1661.00
YYPPYBYP, 0.0053999415, 8909.02, 1794.87, 120.13
YYPPYBBP, 0.006381749, 9002.76, 2871.80, 120.13
YYPPYPYP, 0.0022845909, 8909.02, 0.00, 166.33
YYPPYPBP, 0.0053999415, 9002.76, 1931.47, 206.03
YYPPBPBP, 0.0031908746, 8019.83, 3827.11, 182.21
YYYBYBYB, 0.0025140222, 7817.86, 138.61, 0.00
YYYBYBYP, 0.0063817482, 7817.86, 92.41, 1038.13
YYYBYBBP, 0.007542066, 8909.02, 138.61, 1379.62
YYYBYPYP, 0.0053999415, 7817.86, 1038.13, 92.41
YYYBYPBP, 0.012763498, 8909.02, 1661.00, 92.41
YYYBBPBP, 0.007542066, 9002.76, 138.61, 2759.24
YYYPYPYP, 0.0015230606, 7817.86, 0.00, 138.61
YYYPYPBP, 0.0053999415, 8909.02, 1379.62, 138.61
YYYPBPBP, 0.006381749, 9002.76, 2759.24, 138.61
YYBPBPBP, 0.0025140222, 8019.83, 4138.87, 138.61
BBBBBBBB, 0.00018112244, 0.00, 295.70, 0.00
BBBBBBPP, 0.0005187176, 0.00, 221.77, 8019.83
BBBBBBYB, 0.0012260597, 5012.40, 334.15, 0.00
BBBBBBYP, 0.0010374353, 5012.40, 221.77, 3923.73
BBBBBBBP, 0.0012260597, 0.00, 334.15, 5012.40
BBBBPPPP, 0.0005570844, 0.00, 8406.48, 147.85
BBBBPPYB, 0.0026334897, 4954.42, 1059.86, 4526.12
BBBBPPYP, 0.0022283376, 5012.40, 147.85, 6658.54
BBBBPPBP, 0.0026334897, 0.00, 194.05, 9002.76
BBBBYBYB, 0.003112306, 7164.10, 281.02, 0.00
BBBBYBYP, 0.0052669793, 7164.10, 401.66, 3421.20
BBBBYBBP, 0.006224612, 5012.40, 839.84, 2681.66
BBBBYPYP, 0.0022283376, 7164.10, 147.85, 5060.29
BBBBYPBP, 0.0052669793, 5012.40, 217.87, 5906.03
BBBBBPBP, 0.003112306, 0.00, 507.68, 6938.11
BBPPPPPP, 0.0002659062, 0.00, 8019.83, 221.77
BBPPPPYB, 0.0018855165, 5012.40, 6658.54, 147.85
BBPPPPYP, 0.0015954371, 4954.42, 4526.12, 1059.86
BBPPPPBP, 0.0018855165, 0.00, 9002.76, 194.05
BBPPYBYB, 0.0044566756, 6979.74, 413.70, 4526.12
BBPPYBYP, 0.0075420663, 7158.30, 4753.46, 120.13
BBPPYBBP, 0.008913351, 5012.40, 5857.80, 120.13
BBPPYPYP, 0.0031908746, 6979.74, 4526.12, 413.70
BBPPYPBP, 0.007542066, 4954.42, 4271.60, 1531.43
BBPPBPBP, 0.0044566756, 0.00, 8909.02, 166.33
BBYBYBYB, 0.0035113196, 8516.32, 223.12, 0.00
BBYBYBYP, 0.008913351, 8516.32, 166.33, 3123.82
BBYBYBBP, 0.010533959, 7037.71, 466.11, 2681.66
BBYBYPYP, 0.007542066, 8516.32, 120.13, 3608.02
BBYBYPBP, 0.0178267, 7164.10, 166.33, 4820.86
BBYBBPBP, 0.010533959, 5012.40, 1044.84, 3827.11
BBYPYPYP, 0.0021272495, 8458.34, 3678.99, 138.61
BBYPYPBP, 0.007542066, 6979.74, 4271.60, 585.70
BBYPBPBP, 0.008913351, 5012.40, 166.33, 6637.60
BBBPBPBP, 0.0035113196, 0.00, 7817.86, 138.61
PPPPPPPP, 0.00004759564, 0.00, 0.00, 295.70
PPPPPPYB, 0.00044999513, 5012.40, 3923.73, 221.77
PPPPPPYP, 0.00038076515, 5012.40, 0.00, 334.15
PPPPPPBP, 0.00044999513, 0.00, 5012.40, 334.15
PPPPYBYB, 0.0015954373, 7164.10, 5060.29, 147.85
PPPPYBYP, 0.0026999707, 7164.10, 3421.20, 401.66
PPPPYBBP, 0.0031908746, 5012.40, 5906.03, 217.87
PPPPYPYP, 0.0011422954, 7164.10, 0.00, 281.02
PPPPYPBP, 0.0026999707, 5012.40, 2681.66, 839.84
PPPPBPBP, 0.0015954373, 0.00, 7152.49, 300.07
PPYBYBYB, 0.0025140222, 8458.34, 138.61, 3678.99
PPYBYBYP, 0.0063817482, 8516.32, 3608.02, 120.13
PPYBYBBP, 0.007542066, 7158.30, 4753.46, 120.13
PPYBYPYP, 0.0053999415, 8516.32, 3123.82, 166.33
PPYBYPBP, 0.012763498, 7164.10, 4820.86, 166.33
PPYBBPBP, 0.007542066, 5012.40, 6637.60, 166.33
PPYPYPYP, 0.0015230606, 8516.32, 0.00, 223.12
PPYPYPBP, 0.0053999415, 7037.71, 2681.66, 466.11
PPYPBPBP, 0.006381749, 5012.40, 3827.11, 1044.84
PPBPBPBP, 0.0025140222, 0.00, 8504.71, 242.18
YBYBYBYB, 0.0014855585, 9050.57, 189.05, 0.00
YBYBYBYP, 0.0050280443, 9050.57, 138.61, 2296.98
YBYBYBBP, 0.005942234, 8516.32, 299.99, 2152.21
YBYBYPYP, 0.006381749, 9050.57, 2098.11, 92.41
YBYBYPBP, 0.015084132, 8516.32, 138.61, 3673.02
YBYBBPBP, 0.008913351, 6938.11, 4071.33, 92.41
YBYPYPYP, 0.003599961, 9050.57, 2296.98, 138.61
YBYPYPBP, 0.012763498, 8516.32, 3673.02, 138.61
YBYPBPBP, 0.015084132, 7164.10, 5035.62, 138.61
YBBPBPBP, 0.005942234, 5012.40, 6400.91, 138.61
YPYPYPYP, 0.00076153025, 9050.57, 0.00, 189.05
YPYPYPBP, 0.003599961, 8516.32, 2152.21, 299.99
YPYPBPBP, 0.006381749, 7037.71, 3827.11, 507.66
YPBPBPBP, 0.0050280443, 5012.40, 138.61, 6400.91
BPBPBPBP, 0.0014855585, 0.00, 9050.57, 189.05
YYYYYYYYYY, 0.000002350642, 369.62, 0.00, 0.00
YYYYYYYYBB, 0.000016415637, 295.70, 11891.21, 0.00
YYYYYYYYPP, 0.000011753209, 295.70, 0.00, 11891.21
YYYYYYYYYB, 0.000027780312, 408.07, 7432.01, 0.00
YYYYYYYYYP, 0.000023506418, 408.07, 0.00, 7432.01
YYYYYYYYBP, 0.000027780312, 295.70, 7432.01, 5324.75
YYYYYYBBBB, 0.000045855246, 12609.72, 147.85, 0.00
YYYYYYBBPP, 0.00006566255, 12609.72, 1116.47, 73.92
YYYYYYBBYB, 0.00015520238, 9692.31, 120.13, 0.00
YYYYYYBBYP, 0.0001313251, 9692.31, 73.92, 697.79
YYYYYYBBBP, 0.00015520238, 12609.72, 120.13, 1076.92
YYYYYYPPPP, 0.00002350642, 12609.72, 0.00, 147.85
YYYYYYPPYB, 0.000111121255, 9692.31, 697.79, 73.92
YYYYYYPPYP, 0.00009402568, 9692.31, 0.00, 120.13
YYYYYYPPBP, 0.000111121255, 12609.72, 1076.92, 120.13
YYYYYYYBYB, 0.0001313251, 1467.53, 10024.79, 0.00
YYYYYYYBYP, 0.00022224251, 1467.53, 6539.54, 5012.40
YYYYYYYBBP, 0.0002626502, 9692.31, 92.41, 622.88
YYYYYYYPYP, 0.00009402568, 6228.76, 0.00, 92.41
YYYYYYYPBP, 0.00022224251, 9692.31, 622.88, 92.41
YYYYYYBPBP, 0.0001313251, 12609.72, 1245.75, 92.41
YYYYBBBBBB, 0.00006404575, 16039.67, 221.77, 0.00
YYYYBBBBPP, 0.00013756573, 16039.67, 147.85, 4203.24
YYYYBBBBYB, 0.00032515536, 15550.22, 194.05, 0.00
YYYYBBBBYP, 0.00027513146, 15550.22, 147.85, 2627.02
YYYYBBBBBP, 0.00032515536, 16039.67, 249.64, 2681.66
YYYYBBPPPP, 0.00009849383, 16039.67, 4203.24, 147.85
YYYYBBPPYB, 0.00046560713, 15550.22, 120.13, 2871.80
YYYYBBPPYP, 0.00039397532, 15550.22, 2871.80, 120.13
YYYYBBPPBP, 0.00046560713, 16039.67, 3948.72, 120.13
YYYYBBYBYB, 0.000550263, 13999.89, 166.33, 0.00
YYYYBBYBYP, 0.00093121425, 13999.89, 120.13, 1794.87
YYYYBBYBBP, 0.0011005258, 15550.22, 206.03, 1931.47
YYYYBBYPYP, 0.00039397532, 13999.89, 1661.00, 92.41
YYYYBBYPBP, 0.00093121425, 15550.22, 120.13, 2871.80
YYYYBBBPBP, 0.000550263, 16039.67, 182.21, 3827.11
YYYYPPPPPP, 0.00002350642, 16039.67, 0.00, 221.77
YYYYPPPPYB, 0.00016668189, 15550.22, 2627.02, 147.85
YYYYPPPPYP, 0.00014103852, 15550.22, 0.00, 194.05
YYYYPPPPBP, 0.00016668189, 16039.67, 2681.66, 249.64
YYYYPPYBYB, 0.00039397532, 13999.89, 92.41, 1661.00
YYYYPPYBYP, 0.00066672754, 13999.89, 1794.87, 120.13
YYYYPPYBBP, 0.00078795064, 15550.22, 2871.80, 120.13
YYYYPPYPYP, 0.00028207703, 13999.89, 0.00, 166.33
YYYYPPYPBP, 0.00066672754, 15550.22, 1931.47, 206.03
YYYYPPBPBP, 0.00039397532, 16039.67, 3827.11, 182.21
YYYYYBYBYB, 0.0003104048, 11496.85, 138.61, 0.00
YYYYYBYBYP, 0.0007879507, 11496.85, 92.41, 1038.13
YYYYYBYBBP, 0.00093121437, 13999.89, 138.61, 1379.62
YYYYYBYPYP, 0.00066672754, 11496.85, 1038.13, 92.41
YYYYYBYPBP, 0.0015759013, 13999.89, 1661.00, 92.41
YYYYYBBPBP, 0.00093121437, 15550.22, 138.61, 2759.24
YYYYYPYPYP, 0.00018805136, 11496.85, 0.00, 138.61
YYYYYPYPBP, 0.00066672754, 13999.89, 1379.62, 138.61
YYYYYPBPBP, 0.00078795064, 15550.22, 2759.24, 138.61
YYYYBPBPBP, 0.0003104048, 16039.67, 4138.87, 138.61
YYBBBBBBBB, 0.000044726152, 11891.21, 295.70, 0.00
YYBBBBBBPP, 0.0001280915, 11891.21, 221.77, 8019.83
YYBBBBBBYB, 0.0003027617, 14674.77, 310.86, 0.00
YYBBBBBBYP, 0.000256183, 14581.89, 221.77, 4612.15
YYBBBBBBBP, 0.0003027617, 11891.21, 334.15, 5012.40
YYBBBBPPPP, 0.00013756574, 11891.21, 8406.48, 147.85
YYBBBBPPYB, 0.0006503107, 14612.85, 565.11, 5655.62
YYBBBBPPYP, 0.0005502629, 14643.81, 147.85, 6694.44
YYBBBBPPBP, 0.0006503107, 11891.21, 194.05, 9002.76
YYBBBBYBYB, 0.000768549, 15783.43, 249.78, 0.00
YYBBBBYBYP, 0.0013006214, 15752.47, 194.05, 4092.16
YYBBBBYBBP, 0.001537098, 14612.85, 514.03, 3534.76
YYBBBBYPYP, 0.000550263, 15752.47, 147.85, 5254.05
YYBBBBYPBP, 0.0013006214, 14581.89, 217.87, 6273.31
YYBBBBBPBP, 0.000768549, 11891.21, 507.68, 6938.11
YYBBPPPPPP, 0.00006566255, 11891.21, 8019.83, 221.77
YYBBPPPPYB, 0.00046560718, 14643.81, 6694.44, 147.85
YYBBPPPPYP, 0.00039397535, 14386.99, 6547.46, 194.05
YYBBPPPPBP, 0.00046560718, 11891.21, 9002.76, 194.05
YYBBPPYBYB, 0.001100526, 15752.47, 166.33, 5090.87
YYBBPPYBYP, 0.0018624285, 15783.43, 4661.29, 120.13
YYBBPPYBBP, 0.0022010517, 14674.77, 5773.96, 120.13
YYBBPPYPYP, 0.00078795064, 15752.47, 5090.87, 166.33
YYBBPPYPBP, 0.0018624285, 14386.99, 6999.94, 166.33
YYBBPPBPBP, 0.001100526, 11891.21, 8909.02, 166.33
YYBBYBYBYB, 0.00086708105, 15976.87, 212.53, 0.00
YYBBYBYBYP, 0.002201052, 15976.87, 166.33, 3181.79
YYBBYBYBBP, 0.002601243, 15752.47, 278.70, 3181.79
YYBBYBYPYP, 0.0018624287, 15976.87, 120.13, 3589.74
YYBBYBYPBP, 0.004402104, 15752.47, 166.33, 5090.87
YYBBYBBPBP, 0.002601243, 14581.89, 527.02, 5114.95
YYBBYPYPYP, 0.0005253004, 15976.87, 3678.99, 138.61
YYBBYPYPBP, 0.0018624287, 15752.47, 5058.61, 138.61
YYBBYPBPBP, 0.002201052, 14612.85, 166.33, 6869.50
YYBBBPBPBP, 0.00086708105, 11891.21, 7817.86, 138.61
YYPPPPPPPP, 0.000011753209, 11891.21, 0.00, 295.70
YYPPPPPPYB, 0.000111121255, 14386.99, 5012.40, 221.77
YYPPPPPPYP, 0.00009402568, 14674.77, 0.00, 310.86
YYPPPPPPBP, 0.000111121255, 11891.21, 5012.40, 334.15
YYPPPPYBYB, 0.00039397532, 15752.47, 5254.05, 147.85
YYPPPPYBYP, 0.00066672754, 15752.47, 4092.16, 194.05
YYPPPPYBBP, 0.00078795064, 14581.89, 6273.31, 217.87
YYPPPPYPYP, 0.00028207703, 15783.43, 0.00, 249.78
YYPPPPYPBP, 0.00066672754, 14612.85, 3534.76, 514.03
YYPPPPBPBP, 0.00039397532, 11891.21, 7152.49, 300.07
YYPPYBYBYB, 0.0006208096, 15976.87, 138.61, 3678.99
YYPPYBYBYP, 0.0015759014, 15976.87, 3589.74, 120.13
YYPPYBYBBP, 0.0018624287, 15783.43, 4661.29, 120.13
YYPPYBYPYP, 0.0013334551, 15976.87, 3181.79, 166.33
YYPPYBYPBP, 0.0031518026, 15752.47, 5090.87, 166.33
YYPPYBBPBP, 0.0018624287, 14612.85, 6869.50, 166.33
YYPPYPYPYP, 0.00037610272, 15976.87, 0.00, 212.53
YYPPYPYPBP, 0.0013334551, 15752.47, 3181.79, 278.70
YYPPYPBPBP, 0.0015759013, 14386.99, 5769.32, 262.82
YYPPBPBPBP, 0.0006208096, 11891.21, 8504.71, 242.18
YYYBYBYBYB, 0.000366842, 15080.30, 184.81, 0.00
YYYBYBYBYP, 0.0012416192, 15080.30, 138.61, 2299.37
YYYBYBYBBP, 0.001467368, 15976.87, 250.98, 2299.37
YYYBYBYPYP, 0.0015759013, 15080.30, 2076.25, 92.41
YYYBYBYPBP, 0.003724857, 15976.87, 138.61, 3678.99
YYYBYBBPBP, 0.002201052, 15752.47, 211.28, 4539.02
YYYBYPYPYP, 0.00088897004, 15080.30, 2299.37, 138.61
YYYBYPYPBP, 0.0031518026, 15976.87, 3678.99, 138.61
YYYBYPBPBP, 0.0037248575, 15783.43, 5053.24, 138.61
YYYBBPBPBP, 0.001467368, 14674.77, 6414.05, 138.61
YYYPYPYPYP, 0.00018805134, 15080.30, 0.00, 184.81
YYYPYPYPBP, 0.00088897004, 15976.87, 2299.37, 250.98
YYYPYPBPBP, 0.0015759013, 15752.47, 4539.02, 211.28
YYYPBPBPBP, 0.0012416192, 14386.99, 6792.11, 195.40
YYBPBPBPBP, 0.000366842, 11891.21, 9050.57, 189.05
BBBBBBBBBB, 0.000012493751, 0.00, 369.62, 0.00
BBBBBBBBPP, 0.000044726152, 0.00, 295.70, 11891.21
BBBBBBBBYB, 0.00010571635, 7432.01, 408.07, 0.00
BBBBBBBBYP, 0.000089452304, 7432.01, 295.70, 5324.75
BBBBBBBBBP, 0.00010571635, 0.00, 408.07, 7432.01
BBBBBBPPPP, 0.00006404575, 0.00, 221.77, 16039.67
BBBBBBPPYB, 0.0003027617, 7432.01, 1298.70, 8019.83
BBBBBBPPYP, 0.000256183, 7432.01, 221.77, 11943.56
BBBBBBPPBP, 0.0003027617, 0.00, 310.86, 14674.77
BBBBBBYBYB, 0.00035780924, 11185.07, 751.49, 0.00
BBBBBBYBYP, 0.0006055234, 11163.31, 697.48, 4974.17
BBBBBBYBBP, 0.0007156185, 7432.01, 957.02, 5012.40
BBBBBBYPYP, 0.000256183, 11163.31, 221.77, 8718.79
BBBBBBYPBP, 0.0006055234, 7432.01, 329.91, 9492.99
BBBBBBBPBP, 0.00035780924, 0.00, 920.12, 11012.01
BBBBPPPPPP, 0.000045855246, 0.00, 16039.67, 221.77
BBBBPPPPYB, 0.00032515536, 7432.01, 10861.78, 147.85
BBBBPPPPYP, 0.00027513146, 7432.01, 8406.48, 2603.15
BBBBPPPPBP, 0.00032515536, 0.00, 15550.22, 194.05
BBBBPPYBYB, 0.000768549, 11136.86, 1842.66, 5881.52
BBBBPPYBYP, 0.0013006214, 11170.56, 876.11, 8909.71
BBBBPPYBBP, 0.001537098, 7432.01, 1913.92, 8854.47
BBBBPPYPYP, 0.000550263, 11183.52, 147.85, 9667.04
BBBBPPYPBP, 0.0013006214, 7432.01, 194.05, 12378.29
BBBBPPBPBP, 0.000768549, 0.00, 249.78, 15783.43
BBBBYBYBYB, 0.0006055234, 13521.68, 426.78, 0.00
BBBBYBYBYP, 0.001537098, 13519.91, 558.58, 4620.10
BBBBYBYBBP, 0.0018165703, 11136.86, 1353.97, 3675.95
BBBBYBYPYP, 0.0013006215, 13519.91, 194.05, 7572.77
BBBBYBYPBP, 0.0030741962, 11170.56, 781.26, 7418.70
BBBBYBBPBP, 0.0018165703, 7432.01, 1664.51, 6938.11
BBBBYPYPYP, 0.00036684197, 13524.07, 147.85, 7746.00
BBBBYPYPBP, 0.0013006214, 11177.82, 194.05, 9957.04
BBBBYPBPBP, 0.001537098, 7432.01, 276.78, 11251.49
BBBBBPBPBP, 0.0006055234, 0.00, 667.14, 13284.82
BBPPPPPPPP, 0.000016415637, 0.00, 11891.21, 295.70
BBPPPPPPYB, 0.00015520238, 7432.01, 11943.56, 221.77
BBPPPPPPYP, 0.0001313251, 7432.01, 8019.83, 1298.70
BBPPPPPPBP, 0.00015520238, 0.00, 14674.77, 310.86
BBPPPPYBYB, 0.000550263, 11126.35, 9784.53, 147.85
BBPPPPYBYP, 0.00093121425, 11000.29, 9924.43, 194.05
BBPPPPYBBP, 0.0011005258, 7432.01, 12378.29, 194.05
BBPPPPYPYP, 0.00039397532, 11136.86, 5881.52, 1842.66
BBPPPPYPBP, 0.00093121425, 7432.01, 9002.76, 1770.27
BBPPPPBPBP, 0.000550263, 0.00, 15783.43, 249.78
BBPPYBYBYB, 0.00086708105, 13366.37, 674.30, 6416.63
BBPPYBYBYP, 0.002201052, 13519.91, 166.33, 7968.58
BBPPYBYBBP, 0.002601243, 11069.18, 8513.31, 120.13
BBPPYBYPYP, 0.0018624287, 13519.91, 7968.58, 166.33
BBPPYBYPBP, 0.004402104, 11000.29, 9820.82, 166.33
BBPPYBBPBP, 0.002601243, 7432.01, 11728.47, 166.33
BBPPYPYPYP, 0.0005253004, 13366.37, 6416.63, 674.30
BBPPYPYPBP, 0.0018624287, 10824.13, 7776.48, 1375.34
BBPPYPBPBP, 0.002201052, 7432.01, 8909.02, 2270.00
BBPPBPBPBP, 0.00086708105, 0.00, 15976.87, 212.53
BBYBYBYBYB, 0.000512366, 15138.87, 291.56, 0.00
BBYBYBYBYP, 0.0017341621, 15147.10, 267.89, 4397.14
BBYBYBYBBP, 0.002049464, 13449.76, 707.82, 3675.95
BBYBYBYPYP, 0.002201052, 15147.10, 166.33, 6240.34
BBYBYBYPBP, 0.005202486, 13519.91, 252.24, 6868.91
BBYBYBBPBP, 0.0030741962, 11012.01, 6470.09, 92.41
BBYBYPYPYP, 0.001241619, 15147.10, 5969.52, 138.61
BBYBYPYPBP, 0.0044021034, 13519.91, 7332.12, 138.61
BBYBYPBPBP, 0.0052024857, 11000.29, 8701.71, 138.61
BBYBBPBPBP, 0.002049464, 7432.01, 10079.90, 138.61
BBYPYPYPYP, 0.0002626502, 15045.99, 5881.52, 250.78
BBYPYPYPBP, 0.001241619, 13081.44, 7776.48, 429.61
BBYPYPBPBP, 0.002201052, 11185.07, 166.33, 10123.77
BBYPBPBPBP, 0.0017341621, 7432.01, 218.89, 12224.65
BBBPBPBPBP, 0.000512366, 0.00, 15080.30, 184.81
PPPPPPPPPP, 0.000002350642, 0.00, 0.00, 369.62
PPPPPPPPYB, 0.000027780312, 7432.01, 5324.75, 295.70
PPPPPPPPYP, 0.000023506418, 7432.01, 0.00, 408.07
PPPPPPPPBP, 0.000027780312, 0.00, 7432.01, 408.07
PPPPPPYBYB, 0.0001313251, 11163.31, 8718.79, 221.77
PPPPPPYBYP, 0.00022224251, 11163.31, 4974.17, 697.48
PPPPPPYBBP, 0.0002626502, 7432.01, 9492.99, 329.91
PPPPPPYPYP, 0.00009402568, 11185.07, 0.00, 751.49
PPPPPPYPBP, 0.00022224251, 7432.01, 5012.40, 957.02
PPPPPPBPBP, 0.0001313251, 0.00, 11183.52, 754.03
PPPPYBYBYB, 0.0003104048, 13524.07, 7746.00, 147.85
PPPPYBYBYP, 0.0007879507, 13519.91, 7572.77, 194.05
PPPPYBYBBP, 0.00093121437, 11177.82, 9957.04, 194.05
PPPPYBYPYP, 0.00066672754, 13452.51, 4758.58, 558.58
PPPPYBYPBP, 0.0015759013, 11170.56, 7720.10, 503.44
PPPPYBBPBP, 0.00093121437, 7432.01, 11251.49, 276.78
PPPPYPYPYP, 0.00018805136, 13527.17, 0.00, 415.34
PPPPYPYPBP, 0.00066672754, 11136.86, 3675.95, 1353.97
PPPPYPBPBP, 0.00078795064, 7432.01, 6938.11, 1664.51
PPPPBPBPBP, 0.0003104048, 0.00, 13518.58, 431.86
PPYBYBYBYB, 0.000366842, 15045.99, 250.78, 5881.52
PPYBYBYBYP, 0.0012416192, 15142.46, 5424.82, 120.13
PPYBYBYBBP, 0.001467368, 13464.16, 6805.20, 120.13
PPYBYBYPYP, 0.0015759013, 15147.10, 6240.34, 166.33
PPYBYBYPBP, 0.003724857, 13527.17, 8018.45, 166.33
PPYBYBBPBP, 0.002201052, 11185.07, 10123.77, 166.33
PPYBYPYPYP, 0.00088897004, 15079.69, 4535.61, 267.89
PPYBYPYPBP, 0.0031518026, 13519.91, 6868.91, 252.24
