starting_condition, probability, yellow_lifeforce, blue_lifeforce, purple_lifeforce
YYYYYYBP, 0.00016100697, 221.77, 5012.40, 3923.73
YYYYBBBB, 0.00006641538, 8406.48, 147.85, 0.00
YYYYBBPP, 0.00043910992, 8406.48, 1116.47, 73.92
YYYYBBYB, 0.0002656615, 6820.52, 120.13, 0.00
YYYYBBYP, 0.0004830209, 6820.52, 73.92, 697.79
YYYYBBBP, 0.0004830209, 8406.48, 120.13, 1076.92
YYYYPPPP, 0.0007258015, 8406.48, 0.00, 147.85
YYYYPPYB, 0.00087821984, 6820.52, 697.79, 73.92
YYYYPPYP, 0.0015967634, 6820.52, 0.00, 120.13
YYYYPPBP, 0.0015967634, 8406.48, 1076.92, 120.13
YYYYYBYB, 0.0002656615, 4567.76, 92.41, 0.00
YYYYYBYP, 0.0009660418, 4567.76, 187.29, 46.20
YYYYYBBP, 0.0009660418, 6820.52, 92.41, 622.88
YYYYYPYP, 0.0008782197, 4567.76, 0.00, 92.41
YYYYYPBP, 0.0017564397, 6820.52, 622.88, 92.41
YYYYBPBP, 0.0008782197, 8406.48, 1245.75, 92.41
YYBBBBBB, 0.00004427692, 8019.83, 221.77, 0.00
YYBBBBPP, 0.00043910992, 8019.83, 147.85, 4203.24
YYBBBBYB, 0.0002656615, 9002.76, 194.05, 0.00
YYBBBBYP, 0.0004830209, 9002.76, 147.85, 2627.02
YYBBBBBP, 0.0004830209, 8019.83, 249.64, 2681.66
YYBBPPPP, 0.001451603, 8019.83, 4203.24, 147.85
YYBBPPYB, 0.0017564397, 9002.76, 120.13, 2871.80
YYBBPPYP, 0.0031935268, 9002.76, 2871.80, 120.13
YYBBPPBP, 0.0031935268, 8019.83, 3948.72, 120.13
YYBBYBYB, 0.000531323, 8909.02, 166.33, 0.00
YYBBYBYP, 0.0019320836, 8909.02, 120.13, 1794.87
YYBBYBBP, 0.0019320836, 9002.76, 206.03, 1931.47
YYBBYPYP, 0.0017564395, 8909.02, 1661.00, 92.41
YYBBYPBP, 0.0035128794, 9002.76, 120.13, 2871.80
YYBBBPBP, 0.0017564395, 8019.83, 182.21, 3827.11
YYPPPPPP, 0.0015995625, 8019.83, 0.00, 221.77
YYPPPPYB, 0.002903206, 9002.76, 2627.02, 147.85
YYPPPPYP, 0.005278556, 9002.76, 0.00, 194.05
YYPPPPBP, 0.005278556, 8019.83, 2681.66, 249.64
YYPPYBYB, 0.0017564397, 8909.02, 92.41, 1661.00
YYPPYBYP, 0.006387053, 8909.02, 1794.87, 120.13
YYPPYBBP, 0.006387053, 9002.76, 2871.80, 120.13
YYPPYPYP, 0.0058064116, 8909.02, 0.00, 166.33
YYPPYPBP, 0.011612823, 9002.76, 1931.47, 206.03
YYPPBPBP, 0.0058064116, 8019.83, 3827.11, 182.21
YYYBYBYB, 0.00035421536, 7817.86, 138.61, 0.00
YYYBYBYP, 0.0019320836, 7817.86, 92.41, 1038.13
YYYBYBBP, 0.0019320836, 8909.02, 138.61, 1379.62
YYYBYPYP, 0.003512879, 7817.86, 1038.13, 92.41
YYYBYPBP, 0.0070257587, 8909.02, 1661.00, 92.41
YYYBBPBP, 0.003512879, 9002.76, 138.61, 2759.24
YYYPYPYP, 0.0021290176, 7817.86, 0.00, 138.61
YYYPYPBP, 0.006387053, 8909.02, 1379.62, 138.61
YYYPBPBP, 0.006387052, 9002.76, 2759.24, 138.61
YYBPBPBP, 0.0021290176, 8019.83, 4138.87, 138.61
BBBBBBBB, 0.000011069229, 0.00, 295.70, 0.00
BBBBBBPP, 0.00014636997, 0.00, 221.77, 8019.83
BBBBBBYB, 0.00008855384, 5012.40, 334.15, 0.00
BBBBBBYP, 0.00016100697, 5012.40, 221.77, 3923.73
BBBBBBBP, 0.00016100697, 0.00, 334.15, 5012.40
BBBBPPPP, 0.0007258015, 0.00, 8406.48, 147.85
BBBBPPYB, 0.00087821984, 4954.42, 1059.86, 4526.12
BBBBPPYP, 0.0015967634, 5012.40, 147.85, 6658.54
BBBBPPBP, 0.0015967634, 0.00, 194.05, 9002.76
BBBBYBYB, 0.0002656615, 7164.10, 281.02, 0.00
BBBBYBYP, 0.0009660418, 7164.10, 401.66, 3421.20
BBBBYBBP, 0.0009660418, 5012.40, 839.84, 2681.66
BBBBYPYP, 0.0008782197, 7164.10, 147.85, 5060.29
BBBBYPBP, 0.0017564397, 5012.40, 217.87, 5906.03
BBBBBPBP, 0.0008782197, 0.00, 507.68, 6938.11
BBPPPPPP, 0.0015995625, 0.00, 8019.83, 221.77
BBPPPPYB, 0.002903206, 5012.40, 6658.54, 147.85
BBPPPPYP, 0.005278556, 4954.42, 4526.12, 1059.86
BBPPPPBP, 0.005278556, 0.00, 9002.76, 194.05
BBPPYBYB, 0.0017564397, 6979.74, 413.70, 4526.12
BBPPYBYP, 0.006387053, 7158.30, 4753.46, 120.13
BBPPYBBP, 0.006387053, 5012.40, 5857.80, 120.13
BBPPYPYP, 0.0058064116, 6979.74, 4526.12, 413.70
BBPPYPBP, 0.011612823, 4954.42, 4271.60, 1531.43
BBPPBPBP, 0.0058064116, 0.00, 8909.02, 166.33
BBYBYBYB, 0.00035421536, 8516.32, 223.12, 0.00
BBYBYBYP, 0.0019320836, 8516.32, 166.33, 3123.82
BBYBYBBP, 0.0019320836, 7037.71, 466.11, 2681.66
BBYBYPYP, 0.003512879, 8516.32, 120.13, 3608.02
BBYBYPBP, 0.0070257587, 7164.10, 166.33, 4820.86
BBYBBPBP, 0.003512879, 5012.40, 1044.84, 3827.11
BBYPYPYP, 0.0021290176, 8458.34, 3678.99, 138.61
BBYPYPBP, 0.006387053, 6979.74, 4271.60, 585.70
BBYPBPBP, 0.006387052, 5012.40, 166.33, 6637.60
BBBPBPBP, 0.0021290176, 0.00, 7817.86, 138.61
PPPPPPPP, 0.0013219524, 0.00, 0.00, 295.70
PPPPPPYB, 0.003199125, 5012.40, 3923.73, 221.77
PPPPPPYP, 0.0058165905, 5012.40, 0.00, 334.15
PPPPPPBP, 0.0058165905, 0.00, 5012.40, 334.15
PPPPYBYB, 0.002903206, 7164.10, 5060.29, 147.85
PPPPYBYP, 0.010557112, 7164.10, 3421.20, 401.66
PPPPYBBP, 0.010557112, 5012.40, 5906.03, 217.87
PPPPYPYP, 0.009597374, 7164.10, 0.00, 281.02
PPPPYPBP, 0.01919475, 5012.40, 2681.66, 839.84
PPPPBPBP, 0.009597374, 0.00, 7152.49, 300.07
PPYBYBYB, 0.0011709598, 8458.34, 138.61, 3678.99
PPYBYBYP, 0.0063870535, 8516.32, 3608.02, 120.13
PPYBYBBP, 0.0063870535, 7158.30, 4753.46, 120.13
PPYBYPYP, 0.011612823, 8516.32, 3123.82, 166.33
PPYBYPBP, 0.023225646, 7164.10, 4820.86, 166.33
PPYBBPBP, 0.011612823, 5012.40, 6637.60, 166.33
PPYPYPYP, 0.0070380745, 8516.32, 0.00, 223.12
PPYPYPBP, 0.021114223, 7037.71, 2681.66, 466.11
PPYPBPBP, 0.021114223, 5012.40, 3827.11, 1044.84
PPBPBPBP, 0.0070380745, 0.00, 8504.71, 242.18
YBYBYBYB, 0.00017710766, 9050.57, 189.05, 0.00
YBYBYBYP, 0.0012880558, 9050.57, 138.61, 2296.98
YBYBYBBP, 0.0012880558, 8516.32, 299.99, 2152.21
YBYBYPYP, 0.003512879, 9050.57, 2098.11, 92.41
YBYBYPBP, 0.0070257587, 8516.32, 138.61, 3673.02
YBYBBPBP, 0.003512879, 6938.11, 4071.33, 92.41
YBYPYPYP, 0.004258035, 9050.57, 2296.98, 138.61
YBYPYPBP, 0.012774106, 8516.32, 3673.02, 138.61
YBYPBPBP, 0.012774104, 7164.10, 5035.62, 138.61
YBBPBPBP, 0.004258035, 5012.40, 6400.91, 138.61
YPYPYPYP, 0.0019354705, 9050.57, 0.00, 189.05
YPYPYPBP, 0.007741882, 8516.32, 2152.21, 299.99
YPYPBPBP, 0.011612822, 7037.71, 3827.11, 507.66
YPBPBPBP, 0.007741882, 5012.40, 138.61, 6400.91
BPBPBPBP, 0.0019354705, 0.00, 9050.57, 189.05
YYYYYYYYYY, 0.000000379642, 369.62, 0.00, 0.00
YYYYYYYYBB, 0.0000018982098, 295.70, 11891.21, 0.00
YYYYYYYYPP, 0.000006275074, 295.70, 0.00, 11891.21
YYYYYYYYYB, 0.0000037964196, 408.07, 7432.01, 0.00
YYYYYYYYYP, 0.000006902581, 408.07, 0.00, 7432.01
YYYYYYYYBP, 0.000006902581, 295.70, 7432.01, 5324.75
YYYYYYBBBB, 0.00000379642, 12609.72, 147.85, 0.00
YYYYYYBBPP, 0.000025100297, 12609.72, 1116.47, 73.92
YYYYYYBBYB, 0.00001518568, 9692.31, 120.13, 0.00
YYYYYYBBYP, 0.000027610327, 9692.31, 73.92, 697.79
YYYYYYBBBP, 0.000027610327, 12609.72, 120.13, 1076.92
YYYYYYPPPP, 0.000041488092, 12609.72, 0.00, 147.85
YYYYYYPPYB, 0.000050200593, 9692.31, 697.79, 73.92
YYYYYYPPYP, 0.0000912738, 9692.31, 0.00, 120.13
YYYYYYPPBP, 0.0000912738, 12609.72, 1076.92, 120.13
YYYYYYYBYB, 0.00001518568, 1467.53, 10024.79, 0.00
YYYYYYYBYP, 0.000055220655, 1467.53, 6539.54, 5012.40
YYYYYYYBBP, 0.000055220655, 9692.31, 92.41, 622.88
YYYYYYYPYP, 0.000050200593, 6228.76, 0.00, 92.41
YYYYYYYPBP, 0.00010040119, 9692.31, 622.88, 92.41
YYYYYYBPBP, 0.000050200593, 12609.72, 1245.75, 92.41
YYYYBBBBBB, 0.00000379642, 16039.67, 221.77, 0.00
YYYYBBBBPP, 0.000037650443, 16039.67, 147.85, 4203.24
YYYYBBBBYB, 0.00002277852, 15550.22, 194.05, 0.00
YYYYBBBBYP, 0.00004141549, 15550.22, 147.85, 2627.02
YYYYBBBBBP, 0.00004141549, 16039.67, 249.64, 2681.66
YYYYBBPPPP, 0.00012446428, 16039.67, 4203.24, 147.85
YYYYBBPPYB, 0.00015060177, 15550.22, 120.13, 2871.80
YYYYBBPPYP, 0.0002738214, 15550.22, 2871.80, 120.13
YYYYBBPPBP, 0.0002738214, 16039.67, 3948.72, 120.13
YYYYBBYBYB, 0.00004555704, 13999.89, 166.33, 0.00
YYYYBBYBYP, 0.00016566196, 13999.89, 120.13, 1794.87
YYYYBBYBBP, 0.00016566196, 15550.22, 206.03, 1931.47
YYYYBBYPYP, 0.00015060177, 13999.89, 1661.00, 92.41
YYYYBBYPBP, 0.00030120354, 15550.22, 120.13, 2871.80
YYYYBBBPBP, 0.00015060177, 16039.67, 182.21, 3827.11
YYYYPPPPPP, 0.00013715072, 16039.67, 0.00, 221.77
YYYYPPPPYB, 0.00024892855, 15550.22, 2627.02, 147.85
YYYYPPPPYP, 0.00045259736, 15550.22, 0.00, 194.05
YYYYPPPPBP, 0.00045259736, 16039.67, 2681.66, 249.64
YYYYPPYBYB, 0.00015060179, 13999.89, 92.41, 1661.00
YYYYPPYBYP, 0.0005476428, 13999.89, 1794.87, 120.13
YYYYPPYBBP, 0.0005476428, 15550.22, 2871.80, 120.13
YYYYPPYPYP, 0.0004978571, 13999.89, 0.00, 166.33
YYYYPPYPBP, 0.0009957142, 15550.22, 1931.47, 206.03
YYYYPPBPBP, 0.0004978571, 16039.67, 3827.11, 182.21
YYYYYBYBYB, 0.00003037136, 11496.85, 138.61, 0.00
YYYYYBYBYP, 0.00016566196, 11496.85, 92.41, 1038.13
YYYYYBYBBP, 0.00016566196, 13999.89, 138.61, 1379.62
YYYYYBYPYP, 0.00030120354, 11496.85, 1038.13, 92.41
YYYYYBYPBP, 0.0006024071, 13999.89, 1661.00, 92.41
YYYYYBBPBP, 0.00030120354, 15550.22, 138.61, 2759.24
YYYYYPYPYP, 0.0001825476, 11496.85, 0.00, 138.61
YYYYYPYPBP, 0.00054764276, 13999.89, 1379.62, 138.61
YYYYYPBPBP, 0.00054764276, 15550.22, 2759.24, 138.61
YYYYBPBPBP, 0.0001825476, 16039.67, 4138.87, 138.61
YYBBBBBBBB, 0.0000018982098, 11891.21, 295.70, 0.00
YYBBBBBBPP, 0.000025100297, 11891.21, 221.77, 8019.83
YYBBBBBBYB, 0.00001518568, 14674.77, 310.86, 0.00
YYBBBBBBYP, 0.000027610327, 14581.89, 221.77, 4612.15
YYBBBBBBBP, 0.000027610327, 11891.21, 334.15, 5012.40
YYBBBBPPPP, 0.00012446428, 11891.21, 8406.48, 147.85
YYBBBBPPYB, 0.00015060177, 14612.85, 565.11, 5655.62
YYBBBBPPYP, 0.0002738214, 14643.81, 147.85, 6694.44
YYBBBBPPBP, 0.0002738214, 11891.21, 194.05, 9002.76
YYBBBBYBYB, 0.00004555704, 15783.43, 249.78, 0.00
YYBBBBYBYP, 0.00016566196, 15752.47, 194.05, 4092.16
YYBBBBYBBP, 0.00016566196, 14612.85, 514.03, 3534.76
YYBBBBYPYP, 0.00015060177, 15752.47, 147.85, 5254.05
YYBBBBYPBP, 0.00030120354, 14581.89, 217.87, 6273.31
YYBBBBBPBP, 0.00015060177, 11891.21, 507.68, 6938.11
YYBBPPPPPP, 0.00027430145, 11891.21, 8019.83, 221.77
YYBBPPPPYB, 0.0004978571, 14643.81, 6694.44, 147.85
YYBBPPPPYP, 0.0009051947, 14386.99, 6547.46, 194.05
YYBBPPPPBP, 0.0009051947, 11891.21, 9002.76, 194.05
YYBBPPYBYB, 0.00030120357, 15752.47, 166.33, 5090.87
YYBBPPYBYP, 0.0010952856, 15783.43, 4661.29, 120.13
YYBBPPYBBP, 0.0010952856, 14674.77, 5773.96, 120.13
YYBBPPYPYP, 0.0009957142, 15752.47, 5090.87, 166.33
YYBBPPYPBP, 0.0019914284, 14386.99, 6999.94, 166.33
YYBBPPBPBP, 0.0009957142, 11891.21, 8909.02, 166.33
YYBBYBYBYB, 0.00006074272, 15976.87, 212.53, 0.00
YYBBYBYBYP, 0.0003313239, 15976.87, 166.33, 3181.79
YYBBYBYBBP, 0.0003313239, 15752.47, 278.70, 3181.79
YYBBYBYPYP, 0.0006024071, 15976.87, 120.13, 3589.74
YYBBYBYPBP, 0.0012048142, 15752.47, 166.33, 5090.87
YYBBYBBPBP, 0.0006024071, 14581.89, 527.02, 5114.95
YYBBYPYPYP, 0.0003650952, 15976.87, 3678.99, 138.61
YYBBYPYPBP, 0.0010952855, 15752.47, 5058.61, 138.61
YYBBYPBPBP, 0.0010952855, 14612.85, 166.33, 6869.50
YYBBBPBPBP, 0.0003650952, 11891.21, 7817.86, 138.61
YYPPPPPPPP, 0.0002266954, 11891.21, 0.00, 295.70
YYPPPPPPYB, 0.00054860284, 14386.99, 5012.40, 221.77
YYPPPPPPYP, 0.0009974597, 14674.77, 0.00, 310.86
YYPPPPPPBP, 0.0009974597, 11891.21, 5012.40, 334.15
YYPPPPYBYB, 0.0004978571, 15752.47, 5254.05, 147.85
YYPPPPYBYP, 0.0018103895, 15752.47, 4092.16, 194.05
YYPPPPYBBP, 0.0018103895, 14581.89, 6273.31, 217.87
YYPPPPYPYP, 0.0016458086, 15783.43, 0.00, 249.78
YYPPPPYPBP, 0.0032916171, 14612.85, 3534.76, 514.03
YYPPPPBPBP, 0.0016458086, 11891.21, 7152.49, 300.07
YYPPYBYBYB, 0.00020080237, 15976.87, 138.61, 3678.99
YYPPYBYBYP, 0.0010952856, 15976.87, 3589.74, 120.13
YYPPYBYBBP, 0.0010952856, 15783.43, 4661.29, 120.13
YYPPYBYPYP, 0.0019914282, 15976.87, 3181.79, 166.33
YYPPYBYPBP, 0.0039828564, 15752.47, 5090.87, 166.33
YYPPYBBPBP, 0.0019914282, 14612.85, 6869.50, 166.33
YYPPYPYPYP, 0.0012069263, 15976.87, 0.00, 212.53
YYPPYPYPBP, 0.0036207784, 15752.47, 3181.79, 278.70
YYPPYPBPBP, 0.0036207784, 14386.99, 5769.32, 262.82
YYPPBPBPBP, 0.0012069263, 11891.21, 8504.71, 242.18
YYYBYBYBYB, 0.000030371357, 15080.30, 184.81, 0.00
YYYBYBYBYP, 0.00022088262, 15080.30, 138.61, 2299.37
YYYBYBYBBP, 0.00022088262, 15976.87, 250.98, 2299.37
YYYBYBYPYP, 0.0006024071, 15080.30, 2076.25, 92.41
YYYBYBYPBP, 0.0012048142, 15976.87, 138.61, 3678.99
YYYBYBBPBP, 0.0006024071, 15752.47, 211.28, 4539.02
YYYBYPYPYP, 0.0007301904, 15080.30, 2299.37, 138.61
YYYBYPYPBP, 0.002190571, 15976.87, 3678.99, 138.61
YYYBYPBPBP, 0.002190571, 15783.43, 5053.24, 138.61
YYYBBPBPBP, 0.0007301904, 14674.77, 6414.05, 138.61
YYYPYPYPYP, 0.0003319047, 15080.30, 0.00, 184.81
YYYPYPYPBP, 0.0013276188, 15976.87, 2299.37, 250.98
YYYPYPBPBP, 0.0019914282, 15752.47, 4539.02, 211.28
YYYPBPBPBP, 0.0013276188, 14386.99, 6792.11, 195.40
YYBPBPBPBP, 0.0003319047, 11891.21, 9050.57, 189.05
BBBBBBBBBB, 0.000000379642, 0.00, 369.62, 0.00
BBBBBBBBPP, 0.000006275074, 0.00, 295.70, 11891.21
BBBBBBBBYB, 0.0000037964196, 7432.01, 408.07, 0.00
BBBBBBBBYP, 0.000006902581, 7432.01, 295.70, 5324.75
BBBBBBBBBP, 0.000006902581, 0.00, 408.07, 7432.01
BBBBBBPPPP, 0.000041488092, 0.00, 221.77, 16039.67
BBBBBBPPYB, 0.000050200593, 7432.01, 1298.70, 8019.83
BBBBBBPPYP, 0.0000912738, 7432.01, 221.77, 11943.56
BBBBBBPPBP, 0.0000912738, 0.00, 310.86, 14674.77
BBBBBBYBYB, 0.00001518568, 11185.07, 751.49, 0.00
BBBBBBYBYP, 0.000055220655, 11163.31, 697.48, 4974.17
BBBBBBYBBP, 0.000055220655, 7432.01, 957.02, 5012.40
BBBBBBYPYP, 0.000050200593, 11163.31, 221.77, 8718.79
BBBBBBYPBP, 0.00010040119, 7432.01, 329.91, 9492.99
BBBBBBBPBP, 0.000050200593, 0.00, 920.12, 11012.01
BBBBPPPPPP, 0.00013715072, 0.00, 16039.67, 221.77
BBBBPPPPYB, 0.00024892855, 7432.01, 10861.78, 147.85
BBBBPPPPYP, 0.00045259736, 7432.01, 8406.48, 2603.15
BBBBPPPPBP, 0.00045259736, 0.00, 15550.22, 194.05
BBBBPPYBYB, 0.00015060179, 11136.86, 1842.66, 5881.52
BBBBPPYBYP, 0.0005476428, 11170.56, 876.11, 8909.71
BBBBPPYBBP, 0.0005476428, 7432.01, 1913.92, 8854.47
BBBBPPYPYP, 0.0004978571, 11183.52, 147.85, 9667.04
BBBBPPYPBP, 0.0009957142, 7432.01, 194.05, 12378.29
BBBBPPBPBP, 0.0004978571, 0.00, 249.78, 15783.43
BBBBYBYBYB, 0.00003037136, 13521.68, 426.78, 0.00
BBBBYBYBYP, 0.00016566196, 13519.91, 558.58, 4620.10
BBBBYBYBBP, 0.00016566196, 11136.86, 1353.97, 3675.95
BBBBYBYPYP, 0.00030120354, 13519.91, 194.05, 7572.77
BBBBYBYPBP, 0.0006024071, 11170.56, 781.26, 7418.70
BBBBYBBPBP, 0.00030120354, 7432.01, 1664.51, 6938.11
BBBBYPYPYP, 0.0001825476, 13524.07, 147.85, 7746.00
BBBBYPYPBP, 0.00054764276, 11177.82, 194.05, 9957.04
BBBBYPBPBP, 0.00054764276, 7432.01, 276.78, 11251.49
BBBBBPBPBP, 0.0001825476, 0.00, 667.14, 13284.82
BBPPPPPPPP, 0.0002266954, 0.00, 11891.21, 295.70
BBPPPPPPYB, 0.00054860284, 7432.01, 11943.56, 221.77
BBPPPPPPYP, 0.0009974597, 7432.01, 8019.83, 1298.70
BBPPPPPPBP, 0.0009974597, 0.00, 14674.77, 310.86
BBPPPPYBYB, 0.0004978571, 11126.35, 9784.53, 147.85
BBPPPPYBYP, 0.0018103895, 11000.29, 9924.43, 194.05
BBPPPPYBBP, 0.0018103895, 7432.01, 12378.29, 194.05
BBPPPPYPYP, 0.0016458086, 11136.86, 5881.52, 1842.66
BBPPPPYPBP, 0.0032916171, 7432.01, 9002.76, 1770.27
BBPPPPBPBP, 0.0016458086, 0.00, 15783.43, 249.78
BBPPYBYBYB, 0.00020080237, 13366.37, 674.30, 6416.63
BBPPYBYBYP, 0.0010952856, 13519.91, 166.33, 7968.58
BBPPYBYBBP, 0.0010952856, 11069.18, 8513.31, 120.13
BBPPYBYPYP, 0.0019914282, 13519.91, 7968.58, 166.33
BBPPYBYPBP, 0.0039828564, 11000.29, 9820.82, 166.33
BBPPYBBPBP, 0.0019914282, 7432.01, 11728.47, 166.33
BBPPYPYPYP, 0.0012069263, 13366.37, 6416.63, 674.30
BBPPYPYPBP, 0.0036207784, 10824.13, 7776.48, 1375.34
BBPPYPBPBP, 0.0036207784, 7432.01, 8909.02, 2270.00
BBPPBPBPBP, 0.0012069263, 0.00, 15976.87, 212.53
BBYBYBYBYB, 0.000030371357, 15138.87, 291.56, 0.00
BBYBYBYBYP, 0.00022088262, 15147.10, 267.89, 4397.14
BBYBYBYBBP, 0.00022088262, 13449.76, 707.82, 3675.95
BBYBYBYPYP, 0.0006024071, 15147.10, 166.33, 6240.34
BBYBYBYPBP, 0.0012048142, 13519.91, 252.24, 6868.91
BBYBYBBPBP, 0.0006024071, 11012.01, 6470.09, 92.41
BBYBYPYPYP, 0.0007301904, 15147.10, 5969.52, 138.61
BBYBYPYPBP, 0.002190571, 13519.91, 7332.12, 138.61
BBYBYPBPBP, 0.002190571, 11000.29, 8701.71, 138.61
BBYBBPBPBP, 0.0007301904, 7432.01, 10079.90, 138.61
BBYPYPYPYP, 0.0003319047, 15045.99, 5881.52, 250.78
BBYPYPYPBP, 0.0013276188, 13081.44, 7776.48, 429.61
BBYPYPBPBP, 0.0019914282, 11185.07, 166.33, 10123.77
BBYPBPBPBP, 0.0013276188, 7432.01, 218.89, 12224.65
BBBPBPBPBP, 0.0003319047, 0.00, 15080.30, 184.81
PPPPPPPPPP, 0.00014988123, 0.00, 0.00, 369.62
PPPPPPPPYB, 0.0004533908, 7432.01, 5324.75, 295.70
PPPPPPPPYP, 0.00082434685, 7432.01, 0.00, 408.07
PPPPPPPPBP, 0.00082434685, 0.00, 7432.01, 408.07
PPPPPPYBYB, 0.0005486029, 11163.31, 8718.79, 221.77
PPPPPPYBYP, 0.0019949195, 11163.31, 4974.17, 697.48
PPPPPPYBBP, 0.0019949195, 7432.01, 9492.99, 329.91
PPPPPPYPYP, 0.001813563, 11185.07, 0.00, 751.49
PPPPPPYPBP, 0.003627126, 7432.01, 5012.40, 957.02
PPPPPPBPBP, 0.001813563, 0.00, 11183.52, 754.03
PPPPYBYBYB, 0.00033190474, 13524.07, 7746.00, 147.85
PPPPYBYBYP, 0.0018103895, 13519.91, 7572.77, 194.05
PPPPYBYBBP, 0.0018103895, 11177.82, 9957.04, 194.05
PPPPYBYPYP, 0.0032916171, 13452.51, 4758.58, 558.58
PPPPYBYPBP, 0.0065832343, 11170.56, 7720.10, 503.44
PPPPYBBPBP, 0.0032916171, 7432.01, 11251.49, 276.78
PPPPYPYPYP, 0.0019949193, 13527.17, 0.00, 415.34
PPPPYPYPBP, 0.005984758, 11136.86, 3675.95, 1353.97
PPPPYPBPBP, 0.005984758, 7432.01, 6938.11, 1664.51
PPPPBPBPBP, 0.0019949193, 0.00, 13518.58, 431.86
PPYBYBYBYB, 0.00010040119, 15045.99, 250.78, 5881.52
PPYBYBYBYP, 0.0007301904, 15142.46, 5424.82, 120.13
PPYBYBYBBP, 0.0007301904, 13464.16, 6805.20, 120.13
PPYBYBYPYP, 0.0019914284, 15147.10, 6240.34, 166.33
PPYBYBYPBP, 0.003982857, 13527.17, 8018.45, 166.33
PPYBYBBPBP, 0.0019914284, 11185.07, 10123.77, 166.33
PPYBYPYPYP, 0.0024138526, 15079.69, 4535.61, 267.89
